Rising food price ;Rising oil price ;Dollar fall;China slowdown;Eurozone slowdown;Sovereign debt risk;Fiscal austerity risk;External indebtedness;CDS spread;Credit bubbles;Current account deficit ;Inflation;Domestic saving rate;Interest rate spread ;Business cycle indicator;Burden of government regulation;Extent and effect of taxation;Paying taxes;Wastefulness of government spending;Business impact of rules on FDI;Burden of customs procedures;Prevalence of trade barriers;Trading across borders;Efficacy of challenging regulations;Efficacy of settling disputes;Efficacy of enforcing contracts;Dealing with construction permits;Registering property;Property rights;Regulation of securities exchanges;Protection of minority shareholders’ interests;Strength of investor protection;Efficacy of corporate boards;Strength of auditing and reporting;Extent of market dominance;Business costs of crime and violence;Business costs of terrorism;Credit availability;Ease of access to loans ;Financial market sophistication;Financing through local equity market;Soundness of banks ;Venture capital availability;Exchange rate fluctuations ;Starting a business;Closing a business;Employing workers;Quality of labour ;Brain drain;Pay and productivity;Redundancy costs;Employment of working-age population;Crime;Organized crime;Corruption ;Terrorism;Armed conflict risk;State failure;Human rights ;Political violence;Expropriation;Non-honoring;Currency inconvertibility;International sanctions restrictions;Refugees ;Inward remittances;Extent of informal economy ;Income inequality;Social mobility ;Chronic diseases;Epidemics;Infectious diseases;Overall health risk;Access to healthcare ;Demographic shifts;Social safety net protection ;Burden of environmental regulation;Level of environmental protection;Quality of natural environment ;Water dependency;Droughts and climate extremes;Seismic disasters;Storms and floods;Transport infrastructure;Electricity supply;Information infrastructure ;Telecom infrastructure;Access to utilities
0.05;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.3;0.3;0.1;0.3;0.733879558;0.627047048;0.2;0.572679539;0.3;0.2;0.2;0.4;0.421848384;0.3;0.3;0.2;0.3;0.4;0.2;0.3;0.1;0.1;0.4;0.4;0.4;0.016371908;0.1;0.2;0.1;0.3;0.1;0.1;0;0.3;0.1;0.205920387;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02;0;0;0;0;0;0;0;0.5;0;0;0;0;0;0;0.1;0.1;0.1;0.1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;1;0.3;0.2;0.2;0.614491629;0.627133674;0.3;0.504928231;0.4;0.4;0.3;0.3;0.407713999;0.2;0.4;0.3;0.1;0.3;0.3;0.1;0.2;0.3;0.2;0.3;0.1;0.024868488;0.3;0.1;0.3;0.1;0.2;0;0;0.1;0.3;0.077216531;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.3;1;0.3;0.2;0.43897843;0.343513414;0.3;0.530080479;0.1;0.1;0.1;0.2;0.593683016;0.1;0.1;0.4;0.1;0.1;0.4;0.3;0.4;0.3;0.3;0.2;0.4;-0.156165391;0.2;0.1;0.2;0.3;0.2;0;0;0.1;0.1;0.082245908;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0
0.05;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;1;0.3;0.766259908;0.689447094;0.3;0.763610979;0.2;0.1;0.2;0.1;0.652265249;0.2;0.2;0.1;0.1;0.1;0.1;0.2;0.4;0.4;0.3;0.1;0.1;-0.047692915;0.3;0.1;0.3;0.1;0.3;0;0;0.1;0.1;0.167707885;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0.2;-0.05;0;0;0;0;0;0.05;0.05;0;0.05;0.05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0.2;0.2;0.1;1;0.703870295;0.802404958;0.1;0.58661205;0.1;0.2;0.2;0.4;0.55208519;0.3;0.1;0.1;0.1;0.1;0.1;0.2;0.2;0.2;0.1;0.4;0.4;-0.067692078;0.2;0.4;0.2;0.1;0.3;0;0;0.1;0.1;0.161801513;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0.05;0.05;0.05;0.05;0.05
0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.733879558;0.614491629;0.43897843;0.766259908;0.703870295;1;0.842679523;0.606548706;0.738441089;0.753215231;0.320869775;0.436012416;0.319671305;0.717240988;0.770294633;0.631150477;0.309661626;0.787901446;0.852413711;0.771941007;0.753955488;0.636259693;-0.060179829;0.744158165;0.620852234;0.61062628;-0.144381336;0.743748447;0.135179717;0.415207047;0.559865281;0.147363465;0;0;0.406087058;0.337050218;0.166954478;0;0;0.662394558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.627047048;0.627133674;0.343513414;0.689447094;0.802404958;0.842679523;1;0.547543702;0.597262349;0.599070076;0.234510656;0.397806401;0.237365372;0.585527333;0.769433213;0.539437603;0.2927079;0.816276164;0.8580155;0.751605166;0.698255582;0.701013034;0.01927733;0.746853273;0.560145801;0.655607417;-0.122148646;0.729600341;0.107474461;0.365092226;0.478528277;0.098736612;0;0;0.337783877;0.223627137;0.120408963;0;0;0.578099268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.4;0.1;0.606548706;0.547543702;1;0.538381458;0.3;0.2;0.2;0.2;0.680991986;0.2;0.3;0.1;0.2;0.1;0.1;0.4;0.1;0.3;0.3;0.2;0.1;-0.159882318;0.1;0.1;0.1;0.3;0.3;0;0;0.2;0.2;0.038412285;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.572679539;0.504928231;0.530080479;0.763610979;0.58661205;0.738441089;0.597262349;0.538381458;1;0.981128071;0.346817082;0.444166116;0.29046824;0.847284406;0.680683967;0.793219854;0.354945267;0.624632746;0.726170877;0.69444552;0.605948519;0.390277824;-0.009166265;0.712039829;0.685041803;0.615429895;-0.163330217;0.728910343;0.17055512;0.447772124;0.525361106;0.26043394;0.1;0;0.448803137;0.374453648;0.189488186;0;0;0.684570128;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.3;0.2;0.2;0.4;0.753215231;0.599070076;0.3;0.981128071;1;0.4;0.4;0.2;0.842034385;0.2;1;0.2;0.4;0.4;0.2;0.2;0.3;0.3;0.1;0.2;0.3;-0.146878553;0.2;0.1;0.2;0.1;0.4;0;0;0.4;0.4;0.194734337;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0.3;0.1;0.3;0.320869775;0.234510656;0.2;0.346817082;0.3;1;0.2;0.4;0.391041383;0.3;0.3;0.1;0.2;0.3;0.1;0.1;0.3;0.1;0.3;0.4;0.1;-0.245592931;0.4;0.3;0.4;0.4;0.2;0;0;0.2;0.1;0.109354966;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.3;0.2;0.1;0.436012416;0.397806401;0.1;0.444166116;0.1;0.1;1;0.1;0.519132572;0.2;0.1;0.3;0.2;0.2;0.3;0.4;0.4;0.4;0.3;0.1;0.3;-0.129440865;0.4;0.3;0.4;0.4;0.3;0;0;0.2;0.2;0.127148204;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.2;0.4;0.3;0.3;0.319671305;0.237365372;0.4;0.29046824;0.3;0.1;0.4;1;0.333752439;0.1;0.3;0.4;0.1;0.3;0.4;0.2;0.3;0.2;0.1;1;0.2;-0.227500938;0.2;0.3;0.2;0.4;0.3;0;0;0.1;0.3;0.092730298;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.421848384;0.407713999;0.593683016;0.652265249;0.55208519;0.717240988;0.585527333;0.680991986;0.847284406;0.842034385;0.391041383;0.519132572;0.333752439;1;0.704152585;0.857134907;0.368697978;0.529051007;0.717916817;0.654165493;0.555352261;0.333431048;-0.026687424;0.682761643;0.766439731;0.608518299;-0.202896494;0.694918191;0.158515549;0.513543208;0.645234118;0.288717203;0;0;0.456624275;0.418881212;0.059418075;0;0;0.786600299;0;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.1;0.1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.3;0.2;0.3;0.2;0.770294633;0.769433213;0.1;0.680683967;0.2;0.1;0.3;0.4;0.704152585;1;0.2;0.4;0.4;0.1;0.4;0.3;0.3;0.3;0.3;0.4;0.3;-0.081834072;0.3;0.1;0.3;0.1;0.2;0;0;0.4;0.1;0.149116838;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.3;0.2;0.2;0.4;0.631150477;0.539437603;0.3;0.793219854;1;0.4;0.4;0.2;0.857134907;0.2;1;0.2;0.4;0.4;0.2;0.2;0.3;0.3;0.1;0.2;0.3;-0.127735525;0.2;0.1;0.2;0.1;0.4;0;0;0.4;0.4;0.130473189;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.2;0.2;0.4;0.309661626;0.2927079;0.1;0.354945267;0.2;0.2;0.3;0.3;0.368697978;0.3;0.2;1;0.3;0.3;1;0.2;0.4;0.2;0.2;0.3;0.1;-0.037045341;0.4;0.2;0.4;0.1;0.3;0;0;0.3;0.1;0.045636411;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0.2;0.1;0.2;0.4;0.787901446;0.816276164;0.3;0.624632746;0.3;0.1;0.3;0.3;0.529051007;0.2;0.3;0.1;1;0.4;0.1;0.3;0.3;0.1;0.3;0.3;0.3;-0.06013358;0.2;0.4;0.2;0.2;0.2;0;0;1;0.2;0.258916939;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0.2;0.1;0.3;0.2;0.852413711;0.8580155;0.3;0.726170877;0.3;0.3;0.2;0.3;0.717916817;0.2;0.3;0.1;0.2;1;0.1;0.3;0.4;0.2;0.3;0.3;0.2;-0.097988501;0.2;0.4;0.2;0.3;0.2;0;0;0.2;0.2;0.132611193;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.2;0.2;0.4;0.771941007;0.751605166;0.1;0.69444552;0.2;0.2;0.3;0.3;0.654165493;0.3;0.2;1;0.3;0.3;1;0.2;0.4;0.2;0.2;0.3;0.1;-0.127257458;0.4;0.2;0.4;0.1;0.3;0;0;0.3;0.1;0.20330852;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0.4;0.2;0.3;0.2;0.753955488;0.698255582;0.3;0.605948519;0.1;0.2;0.4;0.3;0.555352261;0.2;0.1;0.3;0.1;0.3;0.3;1;0.1;0.1;0.1;0.3;0.3;-0.171773428;0.2;0.4;0.2;0.1;0.2;0;0;0.1;0.3;0.092425533;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.4;0.4;0.3;0.2;0.636259693;0.701013034;0.1;0.390277824;0.1;0.2;0.4;0.3;0.333431048;0.2;0.1;0.4;0.2;0.2;0.4;0.1;1;0.2;0.4;0.3;0.4;-0.075358872;0.3;0.2;0.3;0.3;0.3;0;0;0.2;0.3;0.147786502;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0.2;0.1;0.3;0.2;-0.060179829;0.01927733;0.2;-0.009166265;0.4;0.1;0.1;0.3;-0.026687424;0.3;0.4;0.3;0.3;0.3;0.3;0.3;0.3;1;0.4;0.3;0.1;0.246433776;0.1;0.2;0.1;0.2;0.1;0;0;0.3;0.2;0.042195657;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15;0.15;0.15;0.15;0.05
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.1;0.1;0.4;0.1;0.744158165;0.746853273;0.1;0.712039829;0.2;0.1;0.1;0.3;0.682761643;0.2;0.2;0.3;0.3;0.3;0.3;0.3;0.1;0.2;1;0.3;0.1;-0.141390421;0.2;0.2;0.2;0.3;0.1;0;0;0.3;0.4;0.129234364;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.2;0.4;0.3;0.3;0.620852234;0.560145801;0.4;0.685041803;0.3;0.1;0.4;1;0.766439731;0.1;0.3;0.4;0.1;0.3;0.4;0.2;0.3;0.2;0.1;1;0.2;-0.114357949;0.2;0.3;0.2;0.4;0.3;0;0;0.1;0.3;0.10846533;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0.2;0.3;0.2;0.1;0.61062628;0.655607417;0.2;0.615429895;0.4;0.4;0.3;0.1;0.608518299;0.3;0.4;0.2;0.1;0.1;0.2;0.1;0.4;0.3;0.3;0.1;1;-0.073885346;0.2;0.3;0.2;0.4;0.4;0;0;0.1;0.2;0.144961257;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.016371908;0.024868488;-0.156165391;-0.047692915;-0.067692078;-0.144381336;-0.122148646;-0.159882318;-0.163330217;-0.146878553;-0.245592931;-0.129440865;-0.227500938;-0.202896494;-0.081834072;-0.127735525;-0.037045341;-0.06013358;-0.097988501;-0.127257458;-0.171773428;-0.075358872;0.246433776;-0.141390421;-0.114357949;-0.073885346;1;-0.170375994;-0.089762848;-0.189271253;-0.153592485;0.027788262;0;0;-0.116031442;-0.170999285;9.33E-05;0;0;-0.207883624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0.4;0.1;0.2;0.1;0.743748447;0.729600341;0.4;0.728910343;0.3;0.1;0.1;0.3;0.694918191;0.1;0.3;0.4;0.3;0.1;0.4;0.2;0.3;0.2;0.3;0.3;0.2;-0.170375994;1;0.2;1;0.2;0.3;0;0;0.3;0.3;0.140376791;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.05;0.3;0.1;0.3;0.1;0.3;0.135179717;0.107474461;0.3;0.17055512;0.2;0.2;0.3;0.1;0.158515549;0.3;0.2;0.3;0.1;0.3;0.3;0.2;0.3;0.1;0.2;0.1;0.1;-0.089762848;0.2;1;0.2;0.2;0.2;0;0;0.1;0.3;0.014299326;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0.4;0.1;0.2;0.1;0.415207047;0.365092226;0.4;0.447772124;0.3;0.1;0.1;0.3;0.513543208;0.1;0.3;0.4;0.3;0.1;0.4;0.2;0.3;0.2;0.3;0.3;0.2;-0.189271253;1;0.2;1;0.2;0.3;0;0;0.3;0.3;-0.028523037;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.2;0.4;0.2;0.559865281;0.478528277;0.3;0.525361106;0.4;0.1;0.3;0.4;0.645234118;0.3;0.4;0.1;0.4;0.1;0.1;0.2;0.4;0.3;0.2;0.4;0.4;-0.153592485;0.3;0.4;0.3;1;0.3;0;0;0.4;0.3;-0.02870184;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0.1;0.2;0.3;0.3;0.147363465;0.098736612;0.4;0.26043394;0.3;0.4;0.4;0.1;0.288717203;0.1;0.3;0.3;0.2;0.3;0.3;0.3;0.1;0.2;0.2;0.1;0.1;0.027788262;0.3;0.4;0.3;0.4;1;0.1;0;0.2;0.2;0.027942139;0.1;0;0.1;0;0;0;0;0;0;0;0;0;0;0.05;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0.3;0.2;0.4;0.3;0.163140013;0.152262658;0.4;0.220424736;0.3;0.2;0.4;0.3;0.119122452;0.4;0.3;0.4;0.2;0.3;0.4;0.2;0.2;0.1;0.1;0.3;0.3;-0.028881671;0.2;0.1;0.2;0.1;0.2;1;0;0.2;0.2;0.77607355;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.1;0.1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0.8;1;0.2;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0.1;0.2;0.1;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0.2;0.1;0.2;0.4;0.406087058;0.337783877;0.3;0.448803137;0.3;0.1;0.3;0.3;0.456624275;0.2;0.3;0.1;1;0.4;0.1;0.3;0.3;0.1;0.3;0.3;0.3;-0.116031442;0.2;0.4;0.2;0.2;0.2;0.5;0.5;1;0.2;0.100937314;0;0;0.1;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
